Time,Time Code,Country Name,Country Code,GDP (current US$),Gini index (World Bank estimate),"Foreign direct investment, net inflows (BoP, current US$)","Life expectancy at birth, total (years)",Exports of goods and services (% of GDP),Poverty headcount ratio at national poverty lines (% of population),"Inflation, consumer prices (annual %)","Compulsory education, duration (years)","Government expenditure on education, total (% of GDP)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Arms imports (SIPRI trend indicator values),Fossil fuel energy consumption (% of total),Gross domestic savings (% of GDP),Gross savings (% of GDP),Human capital index (HCI) (scale 0-1),Research and development expenditure (% of GDP),"International tourism, number of arrivals","International tourism, receipts (current US$)","International tourism, number of departures",GNI (current US$),Individuals using the Internet (% of population),Access to electricity (% of population),Agricultural land (% of land area),"Birth rate, crude (per 1,000 people)",External debt stocks (% of GNI),"Fertility rate, total (births per woman)",Gross national expenditure (% of GDP),High-technology exports (current US$),Lending interest rate (%),Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)","Patent applications, residents",Prevalence of current tobacco use (% of adults),Sex ratio at birth (male births per female births),Taxes on goods and services (% of revenue),"Taxes on income, profits and capital gains (% of revenue)",Taxes on international trade (% of revenue),Total greenhouse gas emissions (kt of CO2 equivalent),Urban population (% of total population)
2005,YR2005,"Gambia, The",GMB,1027702254.38664,..,53650280.0190841,57.939,19.9032907784291,..,4.8386217754316,9,0.691879987716675,..,..,..,..,0,-1.22926060926272,3.58179111334882,..,..,108000,59000000,387000,1005256867.79538,3.799,30.4562675012354,52.0750988142293,41.52,66.3579759234019,5.725,115.061111275127,..,34.9166666666667,16.0311,52.6,..,..,..,42.3840393989648,0,22.2825267601387,3001.6,52.02
2005,YR2005,Georgia,GEO,6410823633.25426,37.4,453107292.01,70.538,33.2590418986481,35.4,8.24709043114158,9,2.48431992530823,..,..,..,92000000,64.4133915759442,12.5084976206662,19.0573855221949,..,0.17658,..,287000000,857000,6471623655.32079,6.07946,97.9350541215654,36.2642106777954,12.3,33.2414339210113,1.664,120.821106798957,..,17.5508916666667,27.8922,21,225,..,..,57.9530049706281,0,5.61229100768188,11190.1678,53.605
2005,YR2005,Germany,DEU,2845802760850.64,32.1,59835195025.1919,78.9317073170732,38.0595723481521,12.5,1.54690965159041,13,..,..,96.9008636474609,..,199000000,81.8556762682578,24.6855539677753,24.130445346712,..,2.42861,21500000,40518000000,86622000,2869298594702.15,68.71,100,48.8330083725198,8.3,..,1.34,94.7995682403171,..,..,97.1426,3.9,48367,..,..,53.5895560752739,34.6961457978843,0,981287.68434,75.98
2005,YR2005,Ghana,GHA,10744675209.8984,42.8,144970000,58.719,36.449216950714,31.9,15.1181857227945,9,7.42208003997803,..,..,..,0,37.6025049951565,3.72900078962953,19.2071444898664,..,..,429000,867000000,..,10613532479.0102,1.8312,54.6813850402832,66.3619583369957,33.64,69.1859399233876,4.49,125.27313984668,..,..,13.1772,54.8,..,..,..,35.9035412420515,20.7683091232874,14.024313945065,113159.707,47.308
2005,YR2005,Gibraltar,GIB,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.0701,100,..,..,..,..,..,..,..,60.2065,..,..,..,..,..,..,..,..,100
2005,YR2005,Greece,GRC,247783002114.165,34.6,688484256.649089,79.2390243902439,21.3122306069205,20.5,3.54507354036397,9,3.96395993232727,..,58.2926902770996,23.2665996551514,411000000,93.4107380305851,13.8228751330691,..,..,0.57896,14765000,13455000000,..,..,24,100,62.1024049650892,9.8,..,1.34,108.276403156775,..,..,91.4083,4,462,..,..,41.2567902147001,29.7494549351465,0.0203244521636303,120036.209,74.452
2005,YR2005,Greenland,GRL,1849805732.96203,..,..,69.2207317073171,41.0606593287719,..,..,..,..,..,..,..,..,..,6.57165264894394,..,..,..,..,..,..,1662192132.60184,57.7034,100,0.587891346209667,15.6,..,2.377,117.586607891392,..,..,81.614,..,..,..,..,..,..,..,..,82.858
2005,YR2005,Grenada,GRD,695555555.555555,..,70157129.6296296,73.123,21.4032161874334,..,3.47580693755399,12,..,..,..,..,..,0,..,..,..,..,99000,71000000,..,667088148.148148,20.4878,87.8924789428711,20.5882352941176,17.438,54.2995480440699,2.344,..,..,10.0650792583996,44.7712,12.5,..,..,..,..,..,..,562.250665,35.895
2005,YR2005,Guam,GUM,4197000000,..,..,76.687,22.7781748868239,..,..,..,..,..,..,..,..,..,..,..,..,0.25707,1228000,..,..,..,38.5599,100,37.037037037037,19.426,..,2.636,..,..,..,61.9857,..,..,..,..,..,..,..,76.0846518,93.631
2005,YR2005,Guatemala,GTM,27211377107.3763,..,540000000,69.762,25.0546844265122,..,9.10864985719216,16,..,..,..,..,..,44.1683187243273,3.7965962350347,15.1572859410223,..,0.035,..,791000000,..,26726377225.2715,5.7,78.4393692016602,42.5718551698395,31.454,35.5694531809237,3.971,115.939286467721,..,13.0333333333333,34.4384,34.2,17,..,..,51.687631412432,26.0000670311925,15.0029941945334,41739.125,46.913
2005,YR2005,Guinea,GIN,2937071767.25576,..,105000000,53.238,34.785653087248,..,31.3733025877534,6,1.84906005859375,..,..,..,1000000,..,19.2094120832712,9.36235766364622,..,..,45000,..,..,2657936711.99064,0.542254,20.2,57.4678495848934,41.956,126.054496654689,5.729,100.325419741615,..,..,2.07474,84,..,..,..,..,..,..,81922.61,32.257
2005,YR2005,Guinea-Bissau,GNB,587029054.444652,..,8692468.08975684,52.275,16.1497305470477,..,3.32919922802853,9,..,..,..,..,..,0,-4.08458819576371,2.69095369138992,..,..,5000,1600000,..,575592778.227905,1.90137,..,57.2546230440967,40.518,177.74361356216,5.389,115.110930937334,..,10.3670833333333,7.34797,88.7,..,..,..,..,..,..,5582.0385,38.157
2005,YR2005,Guyana,GUY,824880550.343965,..,76800000,66.694,84.6228685715672,..,6.92554303890158,6,8.13973045349121,..,..,..,..,0,-0.32024649275503,17.4754473139932,..,..,117000,35000000,..,804427767.354597,13.207,77.5,8.5242570485141,22.664,154.001837675739,2.84,125.105020167038,..,14.5408333333333,37.7087,33.4,..,..,..,..,..,..,4917.3336,27.822
2005,YR2005,Haiti,HTI,7049954288.93905,..,26000000,58.652,8.71562478166478,..,13.973008326384,6,..,..,..,..,..,19.4957262297402,-7.63139807548385,10.1472038047149,..,..,112000,80000000,..,7013449594.70552,6.3762,34.8964500427246,60.5950653120465,29.638,31.2114392474122,3.836,117.419755411582,..,23.2,5.43974,65.3,..,..,..,..,..,..,8059.9368,42.638
2005,YR2005,Honduras,HND,9757034456.7578,59.5,601059572.180071,72.026,59.0058417153113,..,8.80906074819817,9,..,..,..,..,..,54.8617935632212,9.14505456947962,23.8847747751973,..,..,673000,465000000,284000,9300058941.28704,6.5,68.903309,28.1526499240325,29.181,56.0820382313137,3.545,118.477921320247,..,18.8310833333333,17.1801,24.4,..,..,..,45.4451694267652,18.8274524263751,5.82052145288595,23206.9081,48.585
2005,YR2005,"Hong Kong SAR, China",HKG,181570082162.19,..,40963127270.6954,81.6292682926829,177.45291670355,..,0.826446280991829,9,4.13463020324707,..,..,..,..,95.1033438525165,33.2764450739134,32.9408935436296,..,0.77343,14773000,13588000000,72300000,182529798259.036,56.9,100,6.66666666666667,8.4,..,0.959,87.7833761175533,..,6.20833333333333,126.216,..,156,..,..,..,..,..,46413.3095,100
2005,YR2005,Hungary,HUN,112980947728.383,34.7,27489690204.0215,72.6487804878049,62.6425760409987,15.9,3.56151711378355,13,5.33092021942139,..,90.8201599121094,16.2346992492676,13000000,80.368227659364,23.0098070780903,16.3812425855853,..,0.92094,9979000,4761000000,6994000,105880580712.237,38.97,100,65.4279656288361,9.7,..,1.31,102.307936220732,..,8.54094532697993,92.4059,6.4,705,..,..,53.0486417448823,26.1836877335508,-0.0141457175748028,75543.75689,66.365
2005,YR2005,Iceland,ISL,16812530830.3841,29,3093680067.57088,81.5024390243902,30.402135366627,9.6,3.98704782806592,10,7.35609006881714,..,95.8437881469727,31.0032405853271,..,23.6590119589932,17.6852198965937,12.9829675623226,..,2.68614,374000,635000000,364000,16018101732.7255,87,100,18.7730673316708,14.4,..,2.05,111.791244611404,..,14.7775286625066,95.9756,2.5,47,..,..,45.3795379537954,29.0704070407041,0.962596259625963,3980.6272,93.037
2005,YR2005,India,IND,820381595512.902,..,7269407225.61438,64.5,19.6052466949414,..,4.24634362031928,..,3.18875002861023,..,..,..,1204000000,65.9898036089149,32.2551298669079,34.4180229036305,..,0.82411,3919000,7659000000,7185000,814482820622.222,2.38807,67.4434356689453,60.5834137744308,24.087,14.8800533757008,2.972,105.820662642088,..,10.75,7.85459,55.7,4721,..,..,30.7622896847127,35.9335681932562,14.4257054111638,2117460.59,29.235
2005,YR2005,Indonesia,IDN,285868618224.017,33,8336257207.64285,67.334,34.0672676279992,16,10.4531984193865,9,2.8728199005127,..,..,..,36000000,64.9962452984458,27.5280021191796,24.3384866375474,..,..,5002000,5094000000,4106000,271957842360.709,3.60202,85.6768646240234,28.6193743548414,21.765,52.2624367830087,2.514,97.5534078197772,..,14.0508333333333,20.7301,33.6,235,..,..,..,..,..,1171042.59,45.942
2005,YR2005,"Iran, Islamic Rep.",IRN,226452138291.542,43.6,2889191670,71.917,30.3308191865397,..,13.433118008508,8,4.05650997161865,..,..,..,57000000,98.8900532883556,46.7203934045314,..,..,0.62284,..,1025000000,..,226042321374.599,8.1,98.4284515380859,29.2437191483091,17.401,9.46438737909901,1.825,91.9972701728517,..,16,12.1993,21.8,4051,..,..,3.02422556252489,12.7198906833438,5.72838195853717,576650.654,67.558
2005,YR2005,Iraq,IRQ,49954890353.2609,..,515300000,68.266,54.3478705800752,..,36.9594809201871,6,..,..,..,..,186000000,97.5112545995969,42.5070569033731,39.9221247958889,..,..,..,186000000,..,45427690353.2609,0.9,..,21.4692365731532,34.092,..,4.534,79.6482080505713,..,13.4166666666667,5.69417,32.2,..,..,..,..,..,..,124611.697,68.766
2005,YR2005,Ireland,IRL,211649034945.902,33.8,47001243614.0882,78.9439024390244,79.5836672332219,18.5,2.42969198392961,10,4.52216005325317,..,..,..,5000000,90.915524156573,40.0905676755348,26.8202044758165,..,1.19281,7333000,6779000000,6113000,183277461758.488,41.61,100,62.4473798809697,14.8,..,1.86,90.2405136270435,..,..,103.11,4.4,..,..,..,39.097634620472,38.6397015224907,0,70080.71247,60.477
2005,YR2005,Isle of Man,IMN,3032400000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3152518181.81818,..,100,80.8947379128975,11.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.905
2005,YR2005,Israel,ISR,142528909909.308,41.8,4818400000,80.1512195121951,40.7731387957427,..,1.30941334158161,11,5.7597599029541,..,..,..,1133000000,96.6227915916134,20.4577962234799,23.9403168758409,..,4.05153,1903000,2750000000,3687000,141423808632.484,25.194,100,23.775415896488,20.8,..,2.84,100.206000844658,..,..,118.8,4.5,1669,..,..,33.8629776132698,33.8846093278557,0.798637997453733,71353.03175,91.518
2005,YR2005,Italy,ITA,1857524312896.41,33.8,36762073074.9392,80.7829268292683,24.6010923817882,19.3,1.98529298527983,12,4.23829984664917,..,68.7590026855469,10.9038896560669,162000000,89.8014461800991,21.0705451324028,20.279129860227,..,1.04709,36513000,38364000000,23147000,1860442357915.68,35,100,50.0985925069695,9.6,..,1.34,100.098825998555,..,5.313935,122.681,3.8,..,..,..,35.8102225565689,49.9260398792971,0,564114.951,67.738
2005,YR2005,Jamaica,JAM,11243868485.7428,..,637901995.872958,74.148,35.2732351244367,14.8,15.0820720528672,6,4.61641979217529,..,..,..,10000000,88.9152403529091,7.00095390960136,15.0205606172746,..,..,1479000,1783000000,..,10567141987.8068,12.8,88.1656188964844,43.1209602954755,19.144,62.9381019744989,2.361,119.941423096036,..,17.3608333333333,72.3161,17,10,..,..,37.6176065121494,39.5586069902227,9.90981239416697,13314.8946,52.811
2005,YR2005,Japan,JPN,4755410630912.14,..,5459618342.94079,81.9251219512195,14.012441121792,..,-0.282946068764487,9,3.36861991882324,..,..,..,398000000,81.6118617644582,26.2588603498961,28.2674398994746,..,3.18099,6728000,15554000000,17404000,4858499775899.08,66.9211,100,12.8724279835391,8.4132922190743,..,1.26,98.4906115396709,..,1.67691666666667,75.1866,2.8,367960,..,..,33.2595351696758,49.5349734620931,1.52114693465102,1439905.158,85.978
2005,YR2005,Jordan,JOR,12588665303.244,..,1984485190.40903,72.595,53.3322804537366,..,3.4936853461953,10,..,..,..,..,49000000,97.8982581394941,-7.35136765351086,16.1098611589352,..,..,2987000,1759000000,1523000,12925759802.5388,12.9329,98.9399642944336,11.4800543970988,30.617,99.1607922231668,3.907,141.500509385405,..,7.60666666666667,54.4207,19.8,49,..,..,43.6651436031332,9.25913838120104,11.4588772845953,22339.7323,79.485
2005,YR2005,Kazakhstan,KAZ,57123671733.8952,39.8,2546065710,65.909756097561,53.194358254068,31.6,..,9,2.26353001594543,..,..,..,42000000,98.6710872168567,38.8945001467935,28.454821003827,..,0.28361,4365000,801000000,2975000,51568171733.8952,2.96171,99.4122695922852,78.6331814646072,18.42,85.0559410630997,2.22,92.0752678957186,..,..,35.0456,27.3,1523,..,..,21.0028640881448,51.2677883617197,3.68720952181965,291641.047,56.463
2005,YR2005,Kenya,KEN,18737897744.7948,46.5,21211685.395223,54.732,28.5090302142012,46.8,10.3127783574682,8,7.3356499671936,..,..,..,..,15.4387442540682,7.22039944198202,13.8726954853692,..,..,1399000,969000000,..,18731703507.8176,3.1019,26.0079708099365,47.4435112626067,38.366,34.6457196116282,4.843,110.429285348496,..,12.8825,12.5924,48.1,34,..,..,..,..,..,48661.628,21.675
2005,YR2005,Kiribati,KIR,112133944.253532,..,2606016.1745,64.478,14.3385222222374,..,..,..,..,..,..,..,..,0,..,..,..,..,4100,3100000,..,159027796.869034,4,69.6764054575327,41.9753086419753,29.521,..,3.909,..,..,..,0.704035,50.2,..,..,..,..,..,..,..,43.551
2005,YR2005,"Korea, Dem. People’s Rep.",PRK,..,..,-5980000,68.389,..,..,..,11,..,..,..,..,5000000,89.815696611708,..,..,..,..,..,..,..,..,0,..,21.5928909559007,15.527,..,1.975,..,..,..,0,26.4,5861,..,..,..,..,..,106557.193,59.805
2005,YR2005,"Korea, Rep.",KOR,934901071332.984,..,13643200000,78.1682926829268,35.2830827957409,..,2.75409020054754,9,..,..,80.4800109863281,31.5887393951416,808000000,80.6109199365036,34.8204361637261,33.765623625266,..,2.62617,6023000,8282000000,10080000,928297917610.366,73.5,100,19.4217862674239,8.9,..,1.076,97.687748616687,..,5.59333333333333,78.7299,4.8,122188,..,..,..,..,..,561372.5433,81.345
2005,YR2005,Kosovo,XKX,3663101604.27807,31.2,133876754.527934,68.6951219512195,11.2985910711254,..,-1.38518913159302,..,..,..,..,..,..,87.2096316042926,-9.93379731794263,18.5730035524595,..,..,..,..,..,3836069145.62865,..,..,..,20.9,2.06295581742,2.65,136.903751485317,..,14.4213906366274,32.3021,..,..,..,..,..,..,..,..,..
2005,YR2005,Kuwait,KWT,80798630136.9863,..,233904109.589041,73.538,63.9760608989031,..,4.14297583631021,9,4.73833990097046,..,43.5780487060547,13.5123500823975,12000000,..,52.1366325890511,58.8639947103403,..,0.10083,3474000,413000000,2173000,89654794520.548,25.9261,100,8.41750841750842,20.962,..,2.494,64.2901344455182,..,7.49825833333333,60.8794,9.8,..,..,..,0,0.426690208195395,1.28742735231369,91416.6572,100
2005,YR2005,Kyrgyz Republic,KGZ,2460248026.17783,32.6,42565248.3,67.9560975609756,38.3055564365228,..,4.3386739184431,9,4.87383985519409,..,..,..,3000000,66.0225808218816,-2.05472392248898,14.6999870626389,..,0.19861,..,94000000,..,2372148026.17783,10.5338,99.4423076923077,56.021897810219,21.3,95.1289422707734,2.5,118.472931400844,..,21.4988225662995,10.6722,34.1,..,..,..,..,..,..,10852.4673,35.29
2005,YR2005,Lao PDR,LAO,2735558726.25625,..,27720000,61.625,28.9637357221061,..,7.16541759946634,5,2.4140899181366,..,..,..,4000000,..,20.1929119719346,20.2448932711814,..,..,672000,143000000,..,2669821117.22382,0.850357,57.2,8.60051993067591,28.811,122.8023058155,3.615,113.865174831192,..,26.8333333333333,11.4319,63.2,3,..,..,..,..,..,53444.812,27.186
2005,YR2005,Latvia,LVA,16959313005.6005,39,809856372.419331,71.3560975609756,43.0816960215481,23.5,6.74845027893117,11,..,..,97.9973678588867,30.1295795440674,4000000,63.1815667225766,21.1002018961447,23.7133680657832,..,0.52959,1116000,446000000,..,16783490976.9757,46,100,27.8796059678086,9.8,..,1.39,114.333298010803,..,..,83.1087,8.6,112,..,..,60.4803167180073,17.4118843776446,0,13288.2027,68
2005,YR2005,Lebanon,LBN,21497336498.9718,..,2623502612.40255,76.865,36.6235387089593,..,..,9,2.64618992805481,..,..,..,1000000,93.9938253890467,3.45043211017566,7.47265056829202,..,..,1140000,5969000000,..,21299316498.9718,10.14,99.6017608642578,63.8318670576735,16.579,106.998727700488,2.002,119.515578854094,..,10.64,21.1451,12.1,..,..,..,39.8673014388617,15.2838159650986,7.01912459929057,19431.44925,86.627
2005,YR2005,Lesotho,LSO,1682350934.85132,..,27441449.2287924,42.658,..,..,3.4378842305744,..,12.0796604156494,..,..,..,..,0,..,..,..,..,304000,27000000,..,2183409541.93072,2.58025,9.78590774536133,76.6469038208169,30.469,30.5162062226227,3.502,..,..,11.7166666666667,12.5136,76.9,..,..,..,30.9887606644747,19.7730642769647,14.8668686738444,3703.9041,22.249
2005,YR2005,Liberia,LBR,949000000,..,82802111.438061,55.393,59.0909062170706,..,10.8343588481414,6,..,..,..,..,..,..,-132.727239199157,-66.9915233730639,..,..,..,67000000,..,793400200,0.0310112,..,27.1490863787375,40.213,497.930342959329,5.429,252.181780821918,..,17.0333333333333,4.97185,90.4,..,..,..,16.5781614504562,34.4625842807732,36.6358494996884,2082.70263,46.051
2005,YR2005,Libya,LBY,47334148578.4164,..,1038000000,71.902,63.7168431505522,..,2.65020576131658,9,..,..,..,..,1000000,99.1354757913023,64.236800361687,62.2848601692179,..,..,..,301000000,..,47044214307.5512,3.91779,90.1774978637695,8.74376257430919,21.363,..,2.53,45.2797850868695,..,6.125,34.491,19.8,..,..,..,..,..,..,69931.74,77.08
2005,YR2005,Liechtenstein,LIE,3659251525.8593,..,-266949356.7195,80.6682926829268,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,3126084163.18664,63.3714,100,43.1250005960464,11,..,1.49,..,..,..,79.2297,..,..,..,..,..,..,..,..,14.739
2005,YR2005,Lithuania,LTU,26097677571.8373,35.3,1292673341.91889,71.2536585365854,55.129678025987,20,2.65848484065266,10,4.87318992614746,..,86.9803771972656,44.957218170166,9000000,59.8802110943199,17.042031088484,17.0603244593646,..,0.74741,2000000,920000000,1633000,25713164572.7081,36.22,100,45.2616464582004,8.9,..,1.29,107.224220984986,..,..,130.176,7.3,68,..,..,44.7432199049347,37.133431747,0,23569.40751,66.635
2005,YR2005,Luxembourg,LUX,37347394602.6614,30.8,4644769483.4104,79.4317073170732,161.676408809019,..,2.48769665164086,11,..,..,..,..,..,91.1689927259868,46.551637905314,38.8263367678686,..,1.57171,913000,3770000000,1185000,34489643079.219,70,100,53.0864197530864,11.5,..,1.63,74.4201566112929,..,..,111.392,3,24,..,..,43.9013313539874,38.0497485842128,0,13445.8188,86.598
2005,YR2005,"Macao SAR, China",MAC,12092222041.9168,..,1775023637.88001,81.523,84.8594020976133,..,4.39502358107008,10,2.29064989089966,..,..,..,..,..,58.2624494177884,50.2680573941218,..,0.08809,9014000,7181000000,629000,11343423499.8939,34.8629,100,..,7.812,..,0.879,67.4178297134363,..,7.04771505376344,110.334,..,3,..,..,79.3756591436406,4.44210082261126,0,..,100
2005,YR2005,Madagascar,MDG,5859269849.14523,39.9,85428623.9021933,61.212,24.3193861068762,73.2,18.3638246468932,5,3.3096399307251,..,..,..,..,..,8.83579997475888,10.3949270868452,..,0.17552,277000,275000000,..,5736869847.10831,0.567722,15.6853399276733,70.3184647659662,37.923,61.4523499688077,5.047,110.491312722015,..,25.875,2.78277,55.7,7,..,..,17.6547385911815,9.23387336063142,29.1377366328408,159818.564,28.814
2005,YR2005,Malawi,MWI,3655909664.1423,..,139696402.63469,47.844,18.1211555073435,..,15.4103446604296,8,..,..,..,..,..,..,-4.11091959565536,2.29387080389527,..,..,438000,48000000,..,3616090551.1944,0.384489,6.77698755264282,54.9427238014425,43.046,88.38269885538,5.914,121.205673363686,..,33.0833333333333,3.33569,65.1,..,..,..,..,..,..,20503.2074,15.054
2005,YR2005,Malaysia,MYS,143534102611.497,..,3924786634.73868,73.555,112.898976779781,..,2.97507092684453,6,..,..,46.4972686767578,5.11517000198364,59000000,96.8270839757407,44.3399107395811,36.8157483611346,..,..,16431000,10389000000,..,137211850756.516,48.6292,..,21.7148383997869,18.164,..,2.293,78.0565070698225,..,5.9525,76.0784,7,522,..,..,20.3004618872468,46.6553154661675,5.14566851358852,246665.158,66.594
2005,YR2005,Maldives,MDV,1163362437.5,..,52991121.0580686,73.612,..,..,..,7,5.0168399810791,..,..,..,..,0,..,..,..,..,395000,826000000,77000,1132462437.5,6.86961,91.1189117431641,30,19.471,31.9954530412405,2.279,..,..,10.2556,63.7093,18.2,..,..,..,8.54540291399987,1.43515585748924,27.2111666921514,..,33.75
2005,YR2005,Mali,MLI,6247496491.29462,..,160218206.819051,52.057,22.9888693418902,..,6.3978829389788,9,3.52218008041382,..,..,..,13000000,..,12.7343046791872,13.0677249946359,..,..,143000,149000000,..,6040768147.2139,0.507063,18.722188949585,33.103041329629,48.444,52.8998742779731,6.794,108.147587092505,..,8.67916666666667,5.96442,88.1,..,..,..,39.5940600589717,14.5073011545201,12.3524148305231,87079.094,32.06
2005,YR2005,Malta,MLT,6416184235.8384,..,21801420447.3895,79.3,103.57952894727,14.2,3.00796652450315,11,..,..,63.1791801452637,11.1428804397583,18000000,99.9403964487637,17.2425088341182,14.8720146575225,..,0.52996,1171000,924000000,225000,6220547613.61481,41.24,100,29.0625005960464,9.6,..,1.38,110.443159573043,..,5.50833333333333,80.0637,6,..,..,..,37.1909997488791,25.7970605955634,0.718572918848259,3166.96708,93.645
2005,YR2005,Marshall Islands,MHL,141922500,..,3279622.36154915,..,32.6800894854586,..,..,9,..,..,..,..,..,0,-37.0559988726241,32.9307005112317,..,..,9200,3690000,..,183821200,3.8787,75.9969482421875,72.2222222222222,35,..,4.5,155.327238457609,..,..,1.1944,32.4,..,..,..,..,..,..,..,71.138
2005,YR2005,Mauritania,MRT,2936019525.60241,..,811869181.4046,61.349,26.7532470536875,..,12.1256487185541,9,..,..,..,..,..,..,14.1767345430616,..,..,..,..,..,..,3000602093.37349,0.669966,18.2,38.4796740079558,37.325,76.0332139319087,5.184,134.728605452274,..,23.0833333333333,24.655,67.3,..,..,..,..,..,..,11475.5441,42.111
2005,YR2005,Mauritius,MUS,6488750452.60067,..,41776995.7786911,72.4321951219512,59.0244763566297,..,4.93717004981784,11,4.07819986343384,..,..,..,..,77.3982019457829,17.4703731850353,18.2858901566187,..,0.36053,761000,1189000000,183000,6480647713.94281,15.1722,98.7195053100586,47.2906403940887,15.3,..,1.88,105.197669190625,..,21.0416666666667,53.7501,13.4,..,..,..,51.9257225168457,15.7235418835881,20.8527775829606,..,42.112
2005,YR2005,Mexico,MEX,877476221382.101,50.1,26018159827,75.3,26.2325503809951,..,3.98805714597435,11,4.84568977355957,..,47.6764907836914,12.1078195571899,33000000,88.6381756796909,20.8503081096277,21.2854300899013,..,0.39844,21915000,12801000000,13305000,859156840951.009,17.21,98.932728,54.8213688623679,21.741,19.8826612102994,2.495,100.79371975318,..,9.695,44.4589,19.4,584,..,..,..,..,..,641308.82,76.308
2005,YR2005,"Micronesia, Fed. Sts.",FSM,250281900,42.4,..,65.489,16.7159910484937,29.9,4.25769978210942,..,..,..,..,..,..,..,..,..,..,..,19000,21000000,..,258632900,11.8814,55.5474624633789,32.1428571428571,26.36,..,3.823,..,..,16.375,13.2801,36.8,..,..,..,..,..,..,..,22.33
2005,YR2005,Moldova,MDA,2988348836.471,36.3,190700000,67.82,51.1635849357272,..,11.9591837222126,9,7.16270017623901,..,..,..,..,89.4211487239022,-9.87048762349942,22.9028943588654,..,0.39865,67000,138000000,..,3392191815.61319,14.6303,98.6,75.9805411979325,10.345,65.2881528048883,1.219,140.696050674599,..,19.2608333333333,26.2016,16.8,377,..,..,65.1591178457892,3.34407780325436,7.58758958340256,12762.8576,42.775
2005,YR2005,Monaco,MCO,4203084193.50827,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.03821,286000,..,..,..,55.4648,100,..,..,..,..,..,..,..,50.7963,3.6,2,..,..,..,..,..,..,100
2005,YR2005,Mongolia,MNG,2523471532.01083,..,187620000,65.103,58.7693837934602,..,12.7165674066053,9,..,..,..,..,..,93.9137750017943,32.6858680533695,39.557573888151,..,0.23776,339000,203000000,..,2471681099.47947,2.03957,86.2,73.0254373422977,20.237,56.4947255329206,2.177,104.84269110275,..,30.5708333333333,22.0552,35.4,100,..,..,..,..,..,27669.265,62.494
2005,YR2005,Montenegro,MNE,2257174480.78597,..,..,73.642,43.549124680302,..,..,9,..,..,..,..,..,52.5760757270039,0.199614984953118,..,..,0.92443,272000,..,..,2282062056.95809,27.1,99.830220713073,..,13.333,..,1.84,117.526889896055,..,12.4133333333333,88.1291,9.5,..,..,..,..,..,..,..,62.465
2005,YR2005,Morocco,MAR,62343022650.8742,..,1670609688.92878,71.746,30.9191592317607,..,0.982641660015933,9,..,..,..,..,101000000,84.2270375107239,24.2030712339892,32.3859233304056,..,..,5843000,5426000000,2247000,62069051539.7631,15.0844,79.5265426635742,67.1947120770782,21.218,26.2678240242725,2.571,106.07653602808,..,..,40.6914,33.9,140,..,..,38.4108424840445,30.7862910395352,9.9628577976527,70022.09,55.174
2005,YR2005,Mozambique,MOZ,8542070109.70903,..,122413755.58,50.387,27.0953488419457,..,6.42755278070085,..,4.01986980438232,..,..,..,..,6.01009217488313,8.1033285248878,8.60767812347211,..,..,578000,138000000,..,8182227349.20428,0.854357,12.0917205810547,62.6287545461482,43.243,73.4951301922515,5.688,114.412025134106,..,19.4671666666667,7.33848,87.1,..,..,..,..,..,..,349872.741,29.999
2005,YR2005,Myanmar,MMR,11986972418.5103,..,234904379.027598,61.607,0.17845542977487,48.2,9.36861814196702,5,..,..,..,..,160000000,29.4773524309751,..,..,..,..,660000,83000000,..,11979327224.059,0.0652389,47.4025840759277,17.2385820986899,22.746,59.9192143485657,2.657,..,..,18.4615384615385,0.262922,57.2,..,..,..,..,..,..,223012.72,27.946
2005,YR2005,Namibia,NAM,7101514450.14191,..,389850790.391063,50.931,41.2443417235328,..,2.28194607024306,7,..,..,..,..,..,63.0833479176599,21.3024440942056,31.1237613976617,..,..,778000,363000000,..,7128945759.04408,4.01005,39.8420257568359,47.1522792697591,29.321,..,3.552,98.7741975204674,..,10.61,23.157,39.9,..,..,..,26.1972766361819,34.9946054555367,29.7651242768991,30934.05,36.632
2005,YR2005,Nauru,NRU,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.98716,..,20.0000002980232,..,..,..,..,..,..,14.6843,31.5,..,..,..,..,..,..,..,100
2005,YR2005,Nepal,NPL,8130258041.46706,..,2451784.70709983,65.264,14.5836867929394,..,6.83633265892876,..,3.3646399974823,..,..,..,6000000,10.6467965158428,11.5556597592177,30.685717413355,..,..,375000,160000000,373000,8152824772.64294,0.826551,46.5028610229492,29.3128705964423,26.061,39.1154785234787,3.118,114.895498344112,..,..,0.882969,47,..,..,..,33.8810180435189,10.6606901603518,19.0422309056202,30862.516,15.149
